信件标题,回复单位,回复时间,links
我无法办理养老金,上海市虹口区人力资源和社会保障局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=10D3B44B8FC6423FA800CE2690EBB643
楼房质量,上海市嘉定区建设和管理委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=15DAD921DAE94C219EAA001B06B454D5
关于初中学校建造,上海市嘉定区教育局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E055DA16E6524222BD5AE927B9ACFD3C
规划意见,上海市嘉定区规划和自然资源局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A73A8DB5636B4220AE359C4B28927C3C
方便浦东浦西“两岸”人民来往,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=AE4F2770191847E9BE20607FFBC73587
地铁24号线杨浦滨江段规划建议,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0072B98942BC47618664BA40FACC35D7
建议24号线选线时于控江路军工路附近设站,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=954C8C263DDF4F2F9406281F6A400F71
咨询是否可以降低沈海高速的收费,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FCBCA1A41D374B8CA1BB9EEB35829B41
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=9124FA3F7E3F402D8AF306C7BA3C207D
27号线走向,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0E41F4D573504CBE8A6360A9BEA092C8
嘉闵线北延线站点建议在--汇源路与胜辛北路交叉口（设站）,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=72991C0329AE49A295F53BA71D33122E
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=9FB568B7A19B477185B19530B81399BE
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=05497AC02BC340CCA5CCF56DA16D7590
金山区金水湖交通的建议,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=CE88C75DBBB24B8DB366CCA283A48F00
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C2D1855B7DF846A7B4DAF21260AC6780
沈海高速进度问题,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=71C8698D4DC140679C21339D1974B687
新房认购入围比过低,上海市嘉定区住房保障和房屋管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6323799E3E28449680A7D2D7E17BA1CC
上海公共交通啥时候能对持优待证的退役军人免费？,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1C3D23FDA90C4A0FBBBF8DF3B86DA645
物业私自改建,上海市嘉定区住房保障和房屋管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8635C6A1C83845548F865C27C30F3FD6
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=EE1CF2A4597E49BCAA46F7FCDC975978
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=874BD894624A45A68D455B1C54922743
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=043C64C3173C46E3A0B92E6E41F7984F
要求落实2017年公交767路延伸虹口足球场枢纽站的公示方案,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1ECB3F616F054D878852E51C96AA7599
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=EC94717E456847F4B695FE0D3DB6B912
曹操出行平台上的黑车,上海市交通委员会执法总队,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0D1EB5A2E2134AFEAC7C36120382244D
咨询征收事宜,上海市嘉定区住房保障和房屋管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BC03D10DB35049108F5164864C154FAC
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B9EA76BD5F154C899FE121EB7A0DD546
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3CC8BA3AC08942559F02C4F63D5B2DBF
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=05D13CD8CE5E44DCA439D50D93367FB5
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F7B694E115804791A53F48F26AF2654D
为什么不能考取网约车资格证,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=95EC417FD9664C6E933F7111E1C5CEE3
关于奉城27号线的规划,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1F3D5FE343644D508524170F158B283C
树木养护,上海市嘉定区徐行镇人民政府,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DA0F8121825540879132429142C06443
垃圾桶紧靠居民楼,上海市静安区人民政府芷江西路街道办事处,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=656C95615D5047CD86270A918607932F
业委会选举,上海市静安区人民政府南京西路街道办事处,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=09A2B209A54E4AA6852DC1AC3613DB71
虹口区与静安区虬江路交界处旧改建议,上海市静安区规划和自然资源局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=832D736170BC4D96830CE33A6A3721CF
扰民,上海市静安区人民政府曹家渡街道办事处,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0296E9D92893400394CA4E6B2B0D0097
阻挠电梯加装施工,上海市静安区人民政府大宁路街道办事处,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C0B188EBE27746C3BEB430CD96C3E354
二胎家庭入学,上海市静安区教育局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=456FBAFA37BF47AFA6E35ABFD413E15F
关于减少提供纸质材料的建议,国家税务总局上海市税务局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D6B70A1696C74CF8B0DE8DA5ED1905BF
在建楼盘质量问题,上海市嘉定区建设和管理委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=62D7988991F1437FA36BFC575CBA8022
在建楼盘质量问题,上海市嘉定区建设和管理委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=08D970F9660D409890072B7F5EE23FC1
初中学校建造,上海市嘉定区教育局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=70382E5FF8B64875BD1988CF21A26F8F
关于交通规划的建议,上海市嘉定区规划和自然资源局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C2C6E91DCCD34E378FC22720389724DD
投诉物业,上海市嘉定区菊园新区管理委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=CFB9F61338824194B60D027285FCF09F
关于上海蕴华文化发展有限公司退票事宜,上海市虹口区文化和旅游局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=51C2B75D79C0402BB648A22DE023F38A
上海QDLP投资人限制,上海市地方金融监督管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C053864E83EC41619F062F65064593D1
关于设立幼儿园暑托班的建议,上海市虹口区教育局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=65E5DBE924584FC7B3D70FC03A9D424C
研究生调档,上海健康医学院,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=77AF9CA98D564BF29E4CC53AEC9C28E7
教育用地规划,上海市奉贤区教育局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D80D4D789A154987AF47CB42CAB22834
教师兼职,上海市闵行区教育局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=ADBB26EE9CB5473F9637D614DBE83ECE
学校选址,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B3EF3B7C41AB4DAB8BBDC602E5EB923D
应届毕业生落户,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=44112B1DC90B454A90511A7CBAC22C9F
应届毕业生落户,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D4DC4064D4D84DB18B0A8EE62AF40384
应届毕业生落户,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A4914E3785AD41F98DD2368D7F73CD3B
应届毕业生落户,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F7E53D7AF82941819469D86A87428573
小学招生,上海市金山区教育局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=23E7CB1189794C5B9C66209C8C46BA8D
幼儿转园,上海市闵行区教育局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=AABD28106D0F485A8901D290E69C8EB0
应届毕业生落户,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8C39BA8990544B9294D4ABC563FC3A42
应届毕业生落户,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FC8644D950D4454FAC0D28F3D15E93E9
应届毕业生落户,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F506CED1DE3F4F448812F9A00F893B68
应届毕业生落户,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6105A43D444E44E691A8E66C9AC7CEBC
中考加分政策,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=90988CDEAAE54429BDC1448467E1B90B
中考加分政策,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C726CE9FE2EA418493D7AE03D03BE76F
教育资源配套,上海市浦东新区教育局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DE3AD16DCFC245DAA0B4939F2DD55D39
学校管理,上海市闵行区教育局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F2738DF5D27B4784A4181A240D93BE30
学校更名,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0BC8315F27BC45928C97B17578A31193
学校合并建议,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DFD14D164C6C430D8AE0C9AFD7C7DA31
关于优化民办托育机构举办标准和流程的相关建议,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5981A80CC6E248ECA354409EC4A172EA
培训机构退费,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=85800AE591B444B6B3C3D766C2032F75
退休人员津贴,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2A0F2417222340AD8C25370B0E1A7FC8
爱心暑期班,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4B55E1C038FE4DEC9DA050F99A17E99B
校园食品安全,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5CE6D49AA5964D6CB9A609503CB80086
市级在线精品课程,上海市教育委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C5A639CE1BA045D5AFD1DB7F6C234DF5
要求更换物业公司,上海市徐汇区人民政府虹梅路街道办事处,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=EE8CB434EBD1466BBAC2C5BBC21A0741
要求停止电梯加装项目,上海市徐汇区人民政府斜土路街道办事处,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3AC98663E668474094A11E24184D6162
咨询,上海市金山区人力资源和社会保障局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E8EA14540F414234A9E63B70918D8DA0
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=795059EF7BCF4664A5B461BEA2EFB3B4
武汉搞了空中轨道，上海延安高架下是否也能这么搞？,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=430512F7C9BF4D44B5EBA52969001AB9
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3BD0A935760646869CF3DA8057093F6A
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4E0CE41B531C4BC1ABF5DA7A9CFECFC0
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=34345786538749FE9C87A81AF30FB1A4
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5CBD7559165846F798CA43DD5E017DD6
关于进一步提升公交站点 交通安全系数的人民建议,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=61388978C4644A8797625234E4947D3E
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=731D2252F27C48BAA5ED3434384C3043
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BBE91EF58E04428EBA41AB91EFBEE64B
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E881C24D93324D3A84C0CD04C33F8075
对167路公交车末班车未正常运营的投诉的申诉,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4148B28331D245BF85AF403CD917B50C
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6305F47D767A4E9888484C58014ED95E
尊敬的陈书记，你好,上海市交通委员会执法总队,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1AE604FE558D471D8905A62211E50626
关于898路公交车增设”真金路金迎路“停靠站的建议,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B1AF73C76DB04B95BF780715BD219F06
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8727A931B56C43F5BCDDF097B7D47819
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D9F567B87B9F4608BF92AC69A907373B
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=171F74C1B8FD44018748408F10D77CD9
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6A7ABC6682B146CAB98E9992221E660E
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C86A9E868A2042B9A62F92A18CD070BE
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=665C16607A6947E8937F4AE7E7D763E0
机场扰民,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=85503E12435A4B9FA5008C36A9E0D2A8
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E371D50444094D55AC69ECFDF30E5A44
公交是否能随意停站,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E000D8CAC3974477801E8C7C5E386F5B
漕宝路项目距离居民区过近,上海市交通委员会,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=78108B5DFE46426981FA8CDC00D103EC
关于本市小额贷款公司非主要股东变更的行政审批咨询,上海市地方金融监督管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=55B4446AF14749BEAD40EB2C091A3B67
同城交通管理造堵,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=ABB8106E2B2C4B80A5E2C5AFD404B7D3
虹桥机场、虹桥高铁站进站下客区增加雨棚,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F184A04FD1014CB19D944F87CCD0E65C
滴滴平台派遣网约车资质车辆接单，同时司机发送不实到达信息，迫使乘客取消订单，并产生取消订单费用,上海市交通委员会执法总队,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D9E07E82599B491F91E89ED267FC5F09
关于解决城市交通拥堵的一点建议,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=71F29F1AF11843CDA1E323C7848A74A5
我要办理网约车人证,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4ECDEB59BC6348D3B0FE905F720AAE5D
网约车申请从业资格证申请,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BBACB1AA04DF465E81438B0BCA9D35F2
机场专线为什么不能用乘车码付款,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0E1DF28DD84246F1AE985425C322D08A
前有革命先烈保上海，今有退役老兵提建议,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8B62E3AB31A04C2A8C59A966CC765798
乘客未支付车费,上海市道路运输管理局,2023-06-26,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=03822B63257646DA85327278651545AC
反映对本土超市企业建议,光明食品（集团）有限公司,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D379769A69EF438E89C1CC45CD415510
反映公园设施问题,上海地产（集团）有限公司,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=382504122926456E9B3486FEE56B42D4
投诉物业,上海市嘉定区菊园新区管理委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=427F4B46D94D4CE099DDD9A026091F48
城中村改造进度询问,上海市嘉定区人民政府新成路街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FB8E48658C9645D1945CDC6704849698
小区停车位,上海市嘉定工业区管理委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=CF5B707C36774E9E960AC343CE5F8E8E
解除合同未拿到钱,上海市嘉定区江桥镇人民政府,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D408A13A91254B37A18D9B8107833E4E
尚外小学本学期最后一周的安排,上海市虹口区教育局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=629CC77307054B01B52FA507E9B95DDC
物业破坏草坪,上海市嘉定区安亭镇人民政府,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5D8ACE49832C4747B7245C065899A11B
重复挂号,上海交通大学医学院附属仁济医院,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A92EE43070D34411ABE175ADAC94B335
关于收购的建设项目是否需要重新办理环评的咨询,上海市生态环境局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=9D811FC8002C4023B2DCA6D12BE9047D
询问监测机构从哪里查询,上海市生态环境局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0F3BB3115A084C518F6BEB23EBAB2165
咨询工地夜间施工审批事宜,上海市生态环境局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=731E6BB04F5143A4A91CEF04025C3355
新建项目环评咨询,上海市生态环境局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=CAFE4165F8714ED7AB663FD485E161D1
关于《小规模增值税申报表》增加不开票收入栏次的建议,国家税务总局上海市税务局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B3911D69C84F4F90834D20053D3D0016
反映房屋质量问题,光明食品（集团）有限公司,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2417491D92364931A60011CA3D050AD4
新江湾城尚景园门口沿街商铺求租,上海卫百辛（集团）有限公司,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3AC19979EF164E369D265728FB258EF9
道路拓宽,上海市杨浦区建设和管理委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=52D3950D7D5E4575B0F4055CCFB86408
关于破坏承重墙的处理诉求,上海市静安区人民政府江宁路街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7C1DC2B6DE9F41B0BF495BFABA639C64
承重墙被人为拆除,上海市静安区人民政府江宁路街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=14A9C052B2F0431A8331C552CCE1D967
解决小区绿化枯死问题,上海市静安区人民政府江宁路街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C5B3D77057A24F8A8BBEAA478430EAC9
小区停车难,上海市静安区人民政府彭浦新村街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=06714E0742A341A3B4436B33A7E16272
关于各级老龄办及下属部门组织活动不应该设定年龄限制的建议,上海市卫生健康委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=92F5DE29739D45BCAC6C3F271303D2B6
关于分级诊疗体系下互联网医疗与社区医院联动机制调研的成果，请求上海市卫健委的关注和采纳,上海市卫生健康委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7BD20645229F4030868C145C8F0E7DAB
投诉曙光医院9楼的管理,上海中医药大学附属曙光医院,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=62DA653661324958A2854854F5682DDF
虹口将社区卫生服务中心设置在居民小区一楼,上海市虹口区卫生健康委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=EBC53C88FFC6407293A466014C631582
关于在城市沙滩开辟浆板运动专用水域的建议,上海市金山区国有资产监督管理委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3EA73BC3FAAE45A1B06AB5C06D0B5EAB
民乐路金汇港大桥何时能通车？,上海市奉贤区建设和管理委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=634C8AAAA7C440A7AE25BE2DD7D90AA9
建议加设路灯、修复地面,上海市奉贤区奉浦街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F6D6EB0DAC544FCABC0FCC44A415E786
关于教学管理问题,上海市金山区教育局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6EAA11AABA234E7583E442F4CC3E53A7
关于招生录取问题,上海市金山区教育局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FDCFB8F53D704309ADE83EA44B615FEF
申请复查,中共金山区委、金山区人民政府,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=21D009501C3847198350A3F3C824FECB
咨询低保调整,上海市民政局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E09F0E7423D848C297589A3A38170E1A
上海市信息化青年人才协会证书过期，其成员仍然在进行社会活动并谋利,上海市民政局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=173A2F7F73DF473C8E53586FBB2C64E1
地铁一号线车厢号为“010638”有一女子违规车厢内喝牛奶！,上海申通地铁集团有限公司,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1DA35DA81D4044B78812858BEC7ACE70
航天新苑小区垃圾清运周末扰民,上海市徐汇区绿化和市容管理局,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DC838EEDD7564366AD5C46B51A462322
感谢市委市政府领导、表扬徐汇区政府和田林街道领导的信,上海市徐汇区人民政府田林街道办事处,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0C6AC185D41B4233AC06737EB2294070
就医必须先预约才能挂号强制行为有法可依吗？,上海市徐汇区卫生健康委员会,2023-06-25,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B533F7C40CAC4AB6A7AEC4C85AD47EA2
